accessNumber,symbol,year,quarter,form,startDate,endDate,filedDate,acceptedDate,us-gaap_AccountsPayableCurrent,us-gaap_AccountsReceivableNetCurrent,us-gaap_AccumulatedOtherComprehensiveIncomeLossNetOfTax,us-gaap_Assets,us-gaap_AssetsCurrent,us-gaap_CashAndCashEquivalentsAtCarryingValue,us-gaap_CostOfGoodsAndServicesSold,us-gaap_EarningsPerShareBasic,us-gaap_EarningsPerShareDiluted,us-gaap_GrossProfit,us-gaap_IncomeTaxExpenseBenefit,us-gaap_IncomeTaxesPaidNet,us-gaap_IncreaseDecreaseInAccountsPayable,us-gaap_IncreaseDecreaseInAccountsReceivable,us-gaap_IncreaseDecreaseInInventories,us-gaap_IncreaseDecreaseInOtherOperatingAssets,us-gaap_IncreaseDecreaseInOtherOperatingLiabilities,us-gaap_InventoryNet,us-gaap_Liabilities,us-gaap_LiabilitiesAndStockholdersEquity,us-gaap_LiabilitiesCurrent,us-gaap_NetIncomeLoss,us-gaap_NonoperatingIncomeExpense,us-gaap_OperatingExpenses,us-gaap_OperatingIncomeLoss,us-gaap_OtherAssetsCurrent,us-gaap_OtherAssetsNoncurrent,us-gaap_OtherLiabilitiesNoncurrent,us-gaap_PaymentsForProceedsFromOtherInvestingActivities,us-gaap_ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,us-gaap_ResearchAndDevelopmentExpense,us-gaap_RetainedEarningsAccumulatedDeficit,us-gaap_SellingGeneralAndAdministrativeExpense,us-gaap_ShareBasedCompensation,us-gaap_StockholdersEquity,us-gaap_WeightedAverageNumberOfDilutedSharesOutstanding,us-gaap_WeightedAverageNumberOfSharesOutstandingBasic,us-gaap_AccountsPayableCurrent_pct_change,us-gaap_AccountsReceivableNetCurrent_pct_change,us-gaap_AccumulatedOtherComprehensiveIncomeLossNetOfTax_pct_change,us-gaap_Assets_pct_change,us-gaap_AssetsCurrent_pct_change,us-gaap_CashAndCashEquivalentsAtCarryingValue_pct_change,us-gaap_CostOfGoodsAndServicesSold_pct_change,us-gaap_EarningsPerShareBasic_pct_change,us-gaap_EarningsPerShareDiluted_pct_change,us-gaap_GrossProfit_pct_change,us-gaap_IncomeTaxExpenseBenefit_pct_change,us-gaap_IncomeTaxesPaidNet_pct_change,us-gaap_IncreaseDecreaseInAccountsPayable_pct_change,us-gaap_IncreaseDecreaseInAccountsReceivable_pct_change,us-gaap_IncreaseDecreaseInInventories_pct_change,us-gaap_IncreaseDecreaseInOtherOperatingAssets_pct_change,us-gaap_IncreaseDecreaseInOtherOperatingLiabilities_pct_change,us-gaap_InventoryNet_pct_change,us-gaap_Liabilities_pct_change,us-gaap_LiabilitiesAndStockholdersEquity_pct_change,us-gaap_LiabilitiesCurrent_pct_change,us-gaap_NetIncomeLoss_pct_change,us-gaap_NonoperatingIncomeExpense_pct_change,us-gaap_OperatingExpenses_pct_change,us-gaap_OperatingIncomeLoss_pct_change,us-gaap_OtherAssetsCurrent_pct_change,us-gaap_OtherAssetsNoncurrent_pct_change,us-gaap_OtherLiabilitiesNoncurrent_pct_change,us-gaap_PaymentsForProceedsFromOtherInvestingActivities_pct_change,us-gaap_ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities_pct_change,us-gaap_ResearchAndDevelopmentExpense_pct_change,us-gaap_RetainedEarningsAccumulatedDeficit_pct_change,us-gaap_SellingGeneralAndAdministrativeExpense_pct_change,us-gaap_ShareBasedCompensation_pct_change,us-gaap_StockholdersEquity_pct_change,us-gaap_WeightedAverageNumberOfDilutedSharesOutstanding_pct_change,us-gaap_WeightedAverageNumberOfSharesOutstandingBasic_pct_change
0001193125-13-300670,AAPL,2013,3,10-Q,2012-09-30 00:00:00,2013-06-29 00:00:00,2013-07-24 00:00:00,2013-07-24 17:02:02,15516000000.0,8839000000.0,-234000000.0,199856000000.0,68219000000.0,11248000000.0,83005000000.0,31.0,31.0,50433000000.0,10487000000.0,7188000000.0,-4740000000.0,-2091000000.0,906000000.0,-484000000.0,3556000000.0,1697000000.0,76502000000.0,199856000000.0,36319000000.0,29525000000.0,1043000000.0,11464000000.0,38969000000.0,7270000000.0,5421000000.0,20553000000.0,188000000.0,13963000000.0,3307000000.0,104564000000.0,8157000000.0,1698000000.0,123354000000.0,939172000.0,932388000.0,0.040504291845493645,0.24774138904573695,-1.2427385892116183,0.0262551157166111,0.07707974801458861,-0.06678835144777229,0.36732777649655723,0.29166666666666674,0.34782608695652173,0.3481515143414686,0.3187877263581489,0.6881164866134335,0.07191316146540028,-0.4563182527301092,0.9955947136563876,-0.6185973207249803,-0.02788408966648437,0.3630522088353414,0.291107623242705,0.0262551157166111,0.02283992339754426,0.30497237569060776,0.2892459826946847,0.5003271823059809,0.3090902983069068,0.14003449898071185,0.023989421987155257,-0.015094882116158725,1.021505376344086,0.5106567131883588,0.5533114138093,-0.10300929897402467,0.4798621190130623,0.5160714285714285,-0.08957118606539227,-0.007874281923378357,-0.007330137244443313
0001193125-14-024487,AAPL,2014,1,10-Q,2013-09-29 00:00:00,2013-12-28 00:00:00,2014-01-28 00:00:00,2014-01-28 17:07:27,29588000000.0,14200000000.0,-306000000.0,225184000000.0,80347000000.0,14077000000.0,35748000000.0,14.0,14.0,21846000000.0,4637000000.0,3387000000.0,8191000000.0,1098000000.0,358000000.0,319000000.0,1195000000.0,2122000000.0,95500000000.0,225184000000.0,53769000000.0,13072000000.0,246000000.0,4383000000.0,17463000000.0,8574000000.0,5091000000.0,21699000000.0,-5000000.0,5556000000.0,1330000000.0,109431000000.0,3053000000.0,681000000.0,129684000000.0,901452000.0,896072000.0,0.9069347770043825,0.6065165742731078,0.3076923076923077,0.12673124649747813,0.17778038376405392,0.2515113798008535,-0.5693271489669297,-0.5483870967741935,-0.5483870967741935,-0.5668312414490513,-0.5578335081529513,-0.5287979966611018,-2.728059071729958,-1.5251076040172167,-0.6048565121412803,-1.6590909090909092,-0.6639482564679415,0.25044195639363576,0.24833337690517898,0.12673124649747813,0.48046477050579584,-0.5572565622353938,-0.7641418983700863,-0.6176727145847871,-0.5518745669634838,0.17936726272352121,-0.06087437742113999,0.0557582834622683,-1.0265957446808511,-0.6020912411372914,-0.5978228001209556,0.04654565624880447,-0.6257202402844183,-0.598939929328622,0.05131572547302876,-0.040163037228537424,-0.03894945022887464
0001193125-14-157311,AAPL,2014,2,10-Q,2013-09-29 00:00:00,2014-03-29 00:00:00,2014-04-24 00:00:00,2014-04-24 17:02:12,18914000000.0,9700000000.0,-251000000.0,205989000000.0,70541000000.0,18949000000.0,63447000000.0,26.0,26.0,39793000000.0,8232000000.0,5369000000.0,-2375000000.0,-3401000000.0,65000000.0,-14000000.0,1638000000.0,1829000000.0,85810000000.0,205989000000.0,43208000000.0,23295000000.0,471000000.0,8737000000.0,31056000000.0,7528000000.0,5106000000.0,22476000000.0,23000000.0,10869000000.0,2752000000.0,98934000000.0,5985000000.0,1377000000.0,120179000000.0,890490000.0,885415000.0,-0.3607543598756252,-0.31690140845070425,-0.1797385620915033,-0.0852414025863294,-0.12204562709248634,0.3460964694181998,0.7748405505203089,0.8571428571428572,0.8571428571428572,0.8215233910097959,0.7752857450938107,0.5851786241511663,-1.2899523867659626,-4.097449908925318,-0.8184357541899441,-1.0438871473354232,0.3707112970711297,-0.13807728557964183,-0.10146596858638746,-0.0852414025863294,-0.1964142907623352,0.7820532435740515,0.9146341463414633,0.9933835272644307,0.7783885930252534,-0.12199673431303937,0.0029463759575720783,0.03580810175584137,-5.6,0.9562634989200864,1.0691729323308272,-0.09592345861775908,0.9603668522764495,1.0220264317180616,-0.07329354430770185,-0.01216038125158081,-0.011893017525377414
0001193125-14-277160,AAPL,2014,3,10-Q,2013-09-29 00:00:00,2014-06-28 00:00:00,2014-07-23 00:00:00,2014-07-23 16:32:48,20535000000.0,10788000000.0,86000000.0,222520000000.0,67949000000.0,12977000000.0,86144000000.0,5.0,5.0,54528000000.0,10968000000.0,8013000000.0,-2531000000.0,-2314000000.0,-170000000.0,-931000000.0,424000000.0,1594000000.0,101580000000.0,222520000000.0,46205000000.0,31043000000.0,673000000.0,13190000000.0,41338000000.0,7825000000.0,4160000000.0,23287000000.0,-7000000.0,15111000000.0,4355000000.0,98715000000.0,8835000000.0,2101000000.0,120940000000.0,6172857000.0,6136147000.0,0.08570371153642808,0.11216494845360825,-1.342629482071713,0.08025185810892821,-0.03674458825363969,-0.3151617499604201,0.35773165003861496,-0.8076923076923077,-0.8076923076923077,0.3702912572563013,0.3323615160349853,0.4924566958465264,0.06568421052631579,-0.3196118788591591,-3.6153846153846154,65.5,-0.7411477411477412,-0.12848551120831053,0.1837781144388766,0.08025185810892821,0.0693621551564525,0.3326035629963511,0.4288747346072186,0.5096715119606272,0.3310793405461103,0.03945270988310301,-0.18527222875048965,0.03608293290621112,-1.3043478260869565,0.3902842947833287,0.582485465116279,-0.002213596943416829,0.4761904761904763,0.5257806826434277,0.006332221103520608,5.931977899807971,5.93024965694053
0001193125-15-023697,AAPL,2015,1,10-Q,2014-09-28 00:00:00,2014-12-27 00:00:00,2015-01-28 00:00:00,2015-01-28 16:39:32,38001000000.0,16709000000.0,1963000000.0,261894000000.0,83403000000.0,19478000000.0,44858000000.0,3.0,3.0,29741000000.0,6392000000.0,3869000000.0,9003000000.0,-751000000.0,172000000.0,1648000000.0,4667000000.0,2283000000.0,138566000000.0,261894000000.0,73611000000.0,18024000000.0,170000000.0,5495000000.0,24246000000.0,13635000000.0,3608000000.0,28971000000.0,-65000000.0,2807000000.0,1895000000.0,97178000000.0,3600000000.0,888000000.0,123328000000.0,5881803000.0,5843082000.0,0.8505478451424398,0.5488505747126438,21.825581395348838,0.17694589250404458,0.22743528234411103,0.500963242660091,-0.4792672734026746,-0.4,-0.4,-0.45457379694835676,-0.4172137126185266,-0.51715961562461,-4.557092058474911,-0.6754537597234227,-2.011764705882353,-2.770139634801289,10.007075471698114,0.43224592220828106,0.36410710769836574,0.17694589250404458,0.5931392706417054,-0.4193860129497793,-0.7473997028231798,-0.5833965125094769,-0.41346944699791954,0.7424920127795527,-0.13269230769230766,0.2440846824408469,8.285714285714286,-0.814241281185891,-0.5648679678530425,-0.015570075469786726,-0.5925297113752122,-0.5773441218467397,0.01974532826194797,-0.047150614375158884,-0.04776042686069937
0001193125-15-153166,AAPL,2015,2,10-Q,2014-09-28 00:00:00,2015-03-28 00:00:00,2015-04-28 00:00:00,2015-04-28 17:01:16,23159000000.0,10905000000.0,2710000000.0,261194000000.0,67891000000.0,14489000000.0,79212000000.0,5.0,5.0,53397000000.0,11387000000.0,7058000000.0,-5428000000.0,-6555000000.0,285000000.0,-2448000000.0,5679000000.0,2396000000.0,132188000000.0,261194000000.0,58729000000.0,31593000000.0,456000000.0,10873000000.0,42524000000.0,9094000000.0,3937000000.0,29816000000.0,-88000000.0,5871000000.0,3813000000.0,100920000000.0,7060000000.0,1815000000.0,129006000000.0,5858330000.0,5818441000.0,-0.3905686692455461,-0.34735771141301097,0.38053998981151294,-0.0026728371020336983,-0.18598851360262825,-0.25613512680973405,0.7658388693209683,0.6666666666666667,0.6666666666666667,0.7954002891631082,0.7814455569461827,0.8242439906952701,-1.6029101410640898,7.728362183754994,0.6569767441860466,-2.4854368932038833,0.21684165416755952,0.04949627682873414,-0.04602860730626557,-0.0026728371020336983,-0.20217087120131505,0.7528295605858855,1.6823529411764704,0.9787079162875341,0.7538563061948362,-0.33303997066373303,0.09118625277161851,0.02916709813261531,0.3538461538461539,1.0915568222301388,1.012137203166227,0.03850665788552954,0.961111111111111,1.0439189189189189,0.04603982874935131,-0.003990783098311912,-0.004217123771324771
0001193125-15-259935,AAPL,2015,3,10-Q,2014-09-28 00:00:00,2015-06-27 00:00:00,2015-07-22 00:00:00,2015-07-22 17:01:17,26474000000.0,10370000000.0,1098000000.0,273151000000.0,70953000000.0,15319000000.0,109136000000.0,7.0,7.0,73078000000.0,15183000000.0,10604000000.0,-3263000000.0,-7090000000.0,-69000000.0,-2286000000.0,4448000000.0,2042000000.0,147474000000.0,273151000000.0,65285000000.0,42270000000.0,846000000.0,16471000000.0,56607000000.0,9291000000.0,4081000000.0,31296000000.0,-134000000.0,9916000000.0,5847000000.0,98252000000.0,10624000000.0,2671000000.0,125677000000.0,5829920000.0,5788922000.0,0.143140895548167,-0.04906006419073816,-0.5948339483394833,0.04577823380322665,0.045101707148222925,0.05728483677272411,0.3777710447911933,0.3999999999999999,0.3999999999999999,0.36857875910631677,0.33336260648107485,0.5024086143383395,-0.3988577745025792,0.0816170861937453,-1.2421052631578948,-0.06617647058823528,-0.2167635147032928,-0.1477462437395659,0.11563833328290007,0.04577823380322665,0.11163139164637581,0.3379546101984616,0.855263157894737,0.5148533063551917,0.33117768789389523,0.0216626347042006,0.03657607315214628,0.049637778374027386,0.5227272727272727,0.6889797308805996,0.5334382376081825,-0.02643678160919538,0.504815864022663,0.47162534435261705,-0.025805001317768195,-0.004849504893032708,-0.005073352123017183
0001193125-16-439878,AAPL,2016,1,10-Q,2015-09-27 00:00:00,2015-12-26 00:00:00,2016-01-27 00:00:00,2016-01-27 16:32:03,33312000000.0,12953000000.0,-1480000000.0,293284000000.0,76219000000.0,16689000000.0,45449000000.0,3.0,3.0,30423000000.0,6212000000.0,3398000000.0,-852000000.0,-3896000000.0,102000000.0,893000000.0,-368000000.0,2451000000.0,165017000000.0,293284000000.0,76092000000.0,18361000000.0,402000000.0,6252000000.0,24171000000.0,11073000000.0,7974000000.0,32175000000.0,298000000.0,3514000000.0,2404000000.0,101494000000.0,3848000000.0,1078000000.0,128267000000.0,5594127000.0,5558930000.0,0.25829115358464905,0.2490838958534234,-2.347905282331512,0.07370648469161756,0.07421814440545149,0.08943142502774326,-0.5835562967306847,-0.5714285714285714,-0.5714285714285714,-0.583691398232026,-0.5908581966673253,-0.6795548849490758,-0.7388905914802328,-0.45049365303244004,-2.4782608695652173,-1.3906386701662292,-1.0827338129496402,0.20029382957884434,0.11895656183462844,0.07370648469161756,0.16553572796201266,-0.5656257392950083,-0.524822695035461,-0.6204237751199078,-0.5730033388096878,0.191798514691637,0.953932859593237,0.028086656441717706,-3.2238805970149254,-0.645623235175474,-0.5888489823841286,0.032996783780482764,-0.6378012048192772,-0.5964058405091726,0.020608384986910977,-0.04044532343496998,-0.039729676786109724
0001193125-16-559625,AAPL,2016,2,10-Q,2015-09-27 00:00:00,2016-03-26 00:00:00,2016-04-27 00:00:00,2016-04-27 16:32:53,25098000000.0,12229000000.0,-1048000000.0,305277000000.0,87592000000.0,21514000000.0,76085000000.0,5.0,5.0,50344000000.0,9838000000.0,6630000000.0,-9475000000.0,-4620000000.0,-68000000.0,-300000000.0,-2093000000.0,2281000000.0,174820000000.0,305277000000.0,68265000000.0,28877000000.0,557000000.0,12186000000.0,38158000000.0,10204000000.0,7745000000.0,33859000000.0,322000000.0,9148000000.0,4915000000.0,102021000000.0,7271000000.0,2126000000.0,130457000000.0,5567506000.0,5536656000.0,-0.24657780979827093,-0.05589438740060215,-0.2918918918918919,0.04089210458122494,0.14921476272320544,0.28911258913056503,0.674074237056921,0.6666666666666667,0.6666666666666667,0.6548006442494165,0.5837089504185446,0.9511477339611536,10.120892018779342,0.18583162217659144,-1.6666666666666665,-1.335946248600224,4.6875,-0.06935944512443903,0.05940600059387813,0.04089210458122494,-0.10286232455448663,0.5727356897772453,0.38557213930348255,0.9491362763915547,0.5786686525174796,-0.07847918359974715,-0.028718334587409133,0.052338772338772266,0.08053691275167796,1.603301081388731,1.0445091514143097,0.005192425167990233,0.8895530145530146,0.9721706864564008,0.01707376020332596,-0.004758740729339905,-0.0040068862173116004
0001628280-16-017809,AAPL,2016,3,10-Q,2015-09-27 00:00:00,2016-06-25 00:00:00,2016-07-27 00:00:00,2016-07-27 16:32:36,26318000000.0,11714000000.0,-107000000.0,305602000000.0,93761000000.0,18237000000.0,102337000000.0,6.0,6.0,66450000000.0,12511000000.0,8990000000.0,-9622000000.0,-5135000000.0,-518000000.0,-1143000000.0,-5495000000.0,1831000000.0,179061000000.0,305602000000.0,71486000000.0,36673000000.0,921000000.0,18187000000.0,48263000000.0,11132000000.0,7862000000.0,35572000000.0,321000000.0,14915000000.0,7475000000.0,96542000000.0,10712000000.0,3180000000.0,126541000000.0,5535931000.0,5505456000.0,0.04860945095226721,-0.042113010058058675,-0.8979007633587787,0.0010646068979975887,0.07042880628367887,-0.152319419912615,0.3450351580469213,0.19999999999999996,0.19999999999999996,0.31991895757190525,0.27170156535881285,0.3559577677224737,0.015514511873350845,0.1114718614718615,6.617647058823529,2.81,1.6254180602006687,-0.19728189390618145,0.024259238073446987,0.0010646068979975887,0.04718376913498856,0.2699726425875264,0.6535008976660681,0.4924503528639421,0.2648199591173541,0.09094472755782057,0.015106520335700369,0.050592161611388464,-0.0031055900621117516,0.6304110188019239,0.5208545269582909,-0.05370462943903709,0.4732498968505019,0.49576669802445905,-0.030017553676690456,-0.005671300578751093,-0.0056351703988833934
0001628280-17-000717,AAPL,2017,1,10-Q,2016-09-25 00:00:00,2016-12-31 00:00:00,2017-02-01 00:00:00,2017-02-01 16:33:29,38510000000.0,14057000000.0,245000000.0,331141000000.0,103332000000.0,16371000000.0,48175000000.0,3.0,3.0,30176000000.0,6289000000.0,3510000000.0,2460000000.0,-1697000000.0,580000000.0,1446000000.0,1946000000.0,2712000000.0,198751000000.0,331141000000.0,84130000000.0,17891000000.0,821000000.0,6817000000.0,23359000000.0,12191000000.0,7390000000.0,37901000000.0,104000000.0,6525000000.0,2871000000.0,100001000000.0,3946000000.0,1256000000.0,132390000000.0,5327995000.0,5298661000.0,0.46325708640474206,0.2000170735871607,-3.289719626168224,0.08356947925733471,0.10207868943377307,-0.10231946043757201,-0.5292513949011599,-0.5,-0.5,-0.5458841234010534,-0.49732235632643274,-0.6095661846496107,-1.2556641030970692,-0.66952288218111,-2.1196911196911197,-2.2650918635170605,-1.354140127388535,0.4811578372474057,0.1099625267366986,0.08356947925733471,0.17687379347005017,-0.5121479017260655,-0.10857763300760048,-0.6251718260295815,-0.5160060501833703,0.09513115343154865,-0.06003561434749427,0.06547284380973806,-0.67601246105919,-0.5625209520616828,-0.6159197324414716,0.0358289656315387,-0.6316280806572069,-0.6050314465408805,0.04622217305063181,-0.03756116179916258,-0.03756182957415333
0001628280-17-004790,AAPL,2017,2,10-Q,2016-09-25 00:00:00,2017-04-01 00:00:00,2017-05-03 00:00:00,2017-05-03 16:32:23,28573000000.0,11579000000.0,-422000000.0,334532000000.0,101990000000.0,15157000000.0,80480000000.0,5.0,5.0,50767000000.0,9944000000.0,6878000000.0,-6862000000.0,-4183000000.0,778000000.0,896000000.0,316000000.0,2910000000.0,200450000000.0,334532000000.0,73342000000.0,28920000000.0,1408000000.0,13311000000.0,37456000000.0,11367000000.0,7549000000.0,39470000000.0,-116000000.0,12429000000.0,5647000000.0,100925000000.0,7664000000.0,2473000000.0,134082000000.0,5294841000.0,5262226000.0,-0.25803687353934046,-0.17628227929145623,-2.722448979591837,0.010240350787126928,-0.012987264351798089,-0.07415551890538141,0.6705760249091852,0.6666666666666667,0.6666666666666667,0.6823634676564156,0.5811734775003976,0.9595441595441596,-3.789430894308943,1.464938126104891,0.3413793103448275,-0.38035961272475793,-0.8376156217882836,0.07300884955752207,0.008548384662215636,0.010240350787126928,-0.12823012005230006,0.6164552009390196,0.7149817295980512,0.9526184538653366,0.6034933002268932,-0.06759084570584861,0.0215155615696887,0.04139732460884926,-2.1153846153846154,0.9048275862068966,0.9669104841518634,0.009239907600923969,0.9422199695894578,0.9689490445859872,0.012780421481985105,-0.006222603437127883,-0.006876265531990056
0000320193-17-000009,AAPL,2017,3,10-Q,2016-09-25 00:00:00,2017-07-01 00:00:00,2017-08-02 00:00:00,2017-08-02 16:31:28,31915000000.0,12399000000.0,-545000000.0,345173000000.0,112875000000.0,18571000000.0,108400000000.0,7.0,7.0,68255000000.0,12535000000.0,9752000000.0,-5212000000.0,-3381000000.0,1014000000.0,3229000000.0,-2476000000.0,3146000000.0,212748000000.0,345173000000.0,81302000000.0,37637000000.0,1948000000.0,20031000000.0,48224000000.0,10338000000.0,10150000000.0,38598000000.0,-313000000.0,19347000000.0,8584000000.0,98525000000.0,11447000000.0,3666000000.0,132425000000.0,5274394000.0,5239847000.0,0.11696356700381472,0.0708178599188185,0.2914691943127963,0.03180861621608688,0.10672614962251203,0.22524246222867328,0.3469184890656063,0.3999999999999999,0.3999999999999999,0.34447574211594145,0.2605591311343525,0.41785402733352717,-0.2404546779364617,-0.19172842457566341,0.3033419023136248,2.603794642857143,-8.835443037974684,0.08109965635738825,0.06135195809428784,0.03180861621608688,0.10853262796214991,0.30141770401106505,0.3835227272727273,0.5048456164074826,0.2874839812046135,-0.09052520453945634,0.3445489468803815,-0.022092728654674487,1.6982758620689653,0.5566014965001207,0.5200991676996636,-0.023780034679217188,0.49360647181628403,0.48241002830570157,-0.012358109216747959,-0.0038616834764254593,-0.004252762994215731
0000320193-18-000007,AAPL,2018,1,10-Q,2017-10-01 00:00:00,2017-12-30 00:00:00,2018-02-02 00:00:00,2018-02-02 08:01:26,62985000000.0,23440000000.0,-841000000.0,406794000000.0,143810000000.0,27491000000.0,54381000000.0,3.0,3.0,33912000000.0,6965000000.0,3551000000.0,14588000000.0,5570000000.0,-434000000.0,197000000.0,37549000000.0,4421000000.0,266595000000.0,406794000000.0,115788000000.0,20065000000.0,756000000.0,7638000000.0,26274000000.0,11337000000.0,13323000000.0,43754000000.0,-64000000.0,14048000000.0,3407000000.0,104593000000.0,4231000000.0,1296000000.0,140199000000.0,5157787000.0,5112877000.0,0.9735234215885946,0.890475038309541,0.5431192660550459,0.17852207443803536,0.2740642303433001,0.48031877658715194,-0.49833025830258304,-0.5714285714285714,-0.5714285714285714,-0.5031572778551021,-0.44435580374950134,-0.6358695652173914,-3.7989255564082884,-2.6474415853297844,-1.428007889546351,-0.9389903995044906,-16.16518578352181,0.405276541640178,0.25310226183089846,0.17852207443803536,0.4241716070945365,-0.46688099476578904,-0.6119096509240247,-0.618691028905197,-0.45516755142667553,0.09663377829367392,0.31261083743842355,0.13358205088346553,-0.7955271565495208,-0.2738925931668993,-0.6030987884436161,0.061588429332656736,-0.6303835065956146,-0.646481178396072,0.05870492731734944,-0.022108132232821487,-0.024231623556947413
0000320193-18-000070,AAPL,2018,2,10-Q,2017-10-01 00:00:00,2018-03-31 00:00:00,2018-05-02 00:00:00,2018-05-02 16:32:12,34311000000.0,14324000000.0,-3064000000.0,367502000000.0,130053000000.0,45059000000.0,92096000000.0,6.0,6.0,57334000000.0,9311000000.0,6340000000.0,-13220000000.0,-3523000000.0,2807000000.0,1053000000.0,39158000000.0,7662000000.0,240624000000.0,367502000000.0,89320000000.0,33887000000.0,1030000000.0,15166000000.0,42168000000.0,12043000000.0,23086000000.0,46855000000.0,-53000000.0,31884000000.0,6785000000.0,91898000000.0,8381000000.0,2644000000.0,126878000000.0,5113140000.0,5068877000.0,-0.45525125029769,-0.38890784982935156,2.6432818073721758,-0.09658942855597674,-0.09566094152006122,0.6390455058018989,0.6935326676596605,1.0,1.0,0.6906699693323897,0.33682699210337397,0.7854125598422979,-1.906224293940225,-1.632495511669659,-7.467741935483871,4.345177664974619,0.042850675117845904,0.7330920606197693,-0.09741743093456368,-0.09658942855597674,-0.22859018205686255,0.6888612010964366,0.36243386243386233,0.9855983241686306,0.6049326330212377,0.062273970186116356,0.7327929145087442,0.0708735201353019,-0.171875,1.269646924829157,0.9914881127091282,-0.12137523543640583,0.9808555896951074,1.0401234567901234,-0.09501494304524283,-0.00865623182965869,-0.008605722375093272
0000320193-18-000100,AAPL,2018,3,10-Q,2017-10-01 00:00:00,2018-06-30 00:00:00,2018-08-01 00:00:00,2018-08-01 16:31:48,38489000000.0,14104000000.0,-3111000000.0,349197000000.0,115761000000.0,31971000000.0,124940000000.0,9.0,8.0,77755000000.0,11076000000.0,8819000000.0,-11139000000.0,-3756000000.0,1114000000.0,65000000.0,37009000000.0,5936000000.0,234248000000.0,349197000000.0,88548000000.0,45406000000.0,1702000000.0,22975000000.0,54780000000.0,12488000000.0,22546000000.0,45694000000.0,523000000.0,46290000000.0,10486000000.0,79436000000.0,12489000000.0,3995000000.0,114949000000.0,5050963000.0,5006640000.0,0.12176852904316404,-0.0153588383133203,0.01533942558746726,-0.04980925273876058,-0.10989365873912949,-0.2904636143722674,0.3566278665740097,0.5,0.33333333333333326,0.35617609097568637,0.18956073461497147,0.39100946372239753,-0.1574130105900151,0.06613681521430603,-0.6031350195938725,-0.9382716049382716,-0.05488022881658916,-0.22526755416340383,-0.026497772458275115,-0.04980925273876058,-0.008643081056874169,0.33992386460884716,0.6524271844660194,0.5149017539232494,0.2990893568582811,0.03695092584904103,-0.023390799618816627,-0.024778572190801373,-10.867924528301886,0.4518253669552126,0.5454679439941046,-0.13560686848462422,0.49015630593007997,0.5109682299546143,-0.0940194517568057,-0.012160238131559087,-0.012278262029242426
0000320193-19-000010,AAPL,2019,1,10-Q,2018-09-30 00:00:00,2018-12-29 00:00:00,2019-01-30 00:00:00,2019-01-30 16:31:37,44293000000.0,18077000000.0,-3588000000.0,373719000000.0,140828000000.0,44771000000.0,52279000000.0,4.0,4.0,32031000000.0,3941000000.0,4916000000.0,-8501000000.0,-5130000000.0,1076000000.0,886000000.0,570000000.0,4988000000.0,255827000000.0,373719000000.0,108283000000.0,19965000000.0,560000000.0,8685000000.0,23346000000.0,12432000000.0,34686000000.0,54555000000.0,56000000.0,7203000000.0,3902000000.0,80510000000.0,4783000000.0,1559000000.0,117892000000.0,4773252000.0,4735820000.0,0.15079633141936655,0.2816931366988089,0.1533269045323047,0.07022397099631439,0.2165409766674442,0.4003628288136123,-0.5815671522330719,-0.5555555555555556,-0.5,-0.5880522152916211,-0.6441856265799928,-0.4425671844880372,-0.23682556782475983,0.36581469648562304,-0.03411131059245964,12.63076923076923,-0.9845983409440947,-0.15970350404312672,0.09212031692906653,0.07022397099631439,0.22287346975651623,-0.5603004008280844,-0.6709753231492361,-0.6219804134929271,-0.5738225629791895,-0.004484304932735439,0.538454714805287,0.19392042718956537,-0.892925430210325,-0.8443940375891121,-0.6278847987793248,0.013520318243617435,-0.6170229802225959,-0.6097622027534417,0.0256026585703224,-0.05498179258093949,-0.05409216560407781
0000320193-19-000066,AAPL,2019,2,10-Q,2018-09-30 00:00:00,2019-03-30 00:00:00,2019-05-01 00:00:00,2019-05-01 16:32:00,30443000000.0,15085000000.0,-1499000000.0,341998000000.0,123346000000.0,37988000000.0,88473000000.0,6.7,6.66,53852000000.0,6173000000.0,9497000000.0,-20024000000.0,-8094000000.0,1006000000.0,717000000.0,-3273000000.0,4884000000.0,236138000000.0,341998000000.0,93772000000.0,31526000000.0,938000000.0,17091000000.0,36761000000.0,12092000000.0,34587000000.0,52165000000.0,-30000000.0,16880000000.0,7850000000.0,64558000000.0,9241000000.0,3073000000.0,105860000000.0,4736949000.0,4704945000.0,-0.3126904928544014,-0.1655141893013221,-0.5822185061315497,-0.08487928095708275,-0.12413724543414661,-0.15150432199414798,0.6923238776564204,0.675,0.665,0.6812462926539915,0.5663537173306268,0.9318551668022783,1.35548758969533,0.5777777777777777,-0.06505576208178443,-0.19074492099322804,-6.742105263157895,-0.020850040096230926,-0.07696216583863313,-0.08487928095708275,-0.13400995539466032,0.5790633608815428,0.675,0.9678756476683938,0.5746166366829435,-0.027348777348777387,-0.00285417747794503,-0.043809000091650674,-1.5357142857142856,1.3434679994446759,1.0117888262429524,-0.1981368774065333,0.9320510140079448,0.971135343168698,-0.10205951209581654,-0.00760550668600779,-0.006519462310645263
